"Cryohydra, Eleven-Headed",MM,157,Magical Beast (Cold),12,Huge
"Cryohydra, Five-Headed",MM,157,Magical Beast (Cold),6,Huge
"Cryohydra, Nine-Headed",MM,157,Magical Beast (Cold),10,Huge
"Cryohydra, Seven-Headed",MM,157,Magical Beast (Cold),8,Huge
"Cryohydra, Six-Headed",MM,157,Magical Beast (Cold),7,Huge
"Cryohydra, Ten-Headed",MM,157,Magical Beast (Cold),11,Huge
"Cryohydra, Twelve-Headed",MM,157,Magical Beast (Cold),13,Huge
Crypt Chanter,LM,93,Undead,7,Medium
Crypt Thing,FF,36,Undead,3,Medium
Crypt Warden,BE,167,Deathless,8,Medium
Crysmal,XPH,194,"Elemental (Earth, Psionic)",3,Small
Crystal Screamer,BB,41,Magical Beast,16,Gargantuan
Cursed Cold One (Gelun),Sa,145,Aberration,3,Medium
Cursed Spirit,MH,60,Undead (Incorporeal),3,Medium
Cyclonic Ravager (Air Avatar),MM4,10,"Elemental (Air, Extraplanar)",15,Large
"Cyclops, Giant",ShS,64,Giant,8,Large
"Cyclops, Greater",DD,132,Giant,11,Huge
"Cyclops, Lesser",DD,132,Giant,8,Large
Dabus,EDP,192,Humanoid (Extraplanar),2,Medium
Daelkyr,ECS,278,"Outsider (Evil, Extraplanar)",20,Medium
Dalmosh,MM5,16,"Outsider (Chaotic, Evil, Extraplanar)",17,Gargantuan
Darfellan,Sto,143,Humanoid (Darfellan),1/2,Medium
Darfellen Barbarian,Sto,143,Humanoid (Darfellan),3,Medium
Dark Creeper,FF,38,Humanoid,3,Small
Dark Sniper,MM4,56,Humanoid (Elf),7,Medium
Dark Stalker,FF,38,Humanoid,4,Medium
Dark Talon Champion (Raging),MM4,83,Humanoid (Reptilian),4,Medium
Dark Talon Shaman,MM4,84,Humanoid (Reptilian),6,Medium
Dark Talon Soldier,MM4,83,Humanoid (Reptilian),2,Medium
Dark Talon Wasp Rider,MM4,84,Humanoid (Reptilian),2,Medium
Dark Tree,Mon,31,Plant,7,Huge
Darkenbeast,Mon,30,Magical Beast,4,Medium
Darkmantle,MM,38,Magical Beast,1,Small
Darktentacles,MM2,54,Aberration,7,Large
Darkweaver,FF,39,Aberration (Extraplanar),10,Medium
Deadborn Vulture,MM5,18,Magical Beast,8,Large
Deadly Dancer,TM,80,Aberration,3,Medium
Death Dog,FF,41,Magical Beast,2,Medium
Deathbringer,MM2,55,Undead,17,Large
Deathcoils,SK,63,Magical Beast,7,Huge
Deathdrinker,MM4,40,"Outsider (Chaotic, Evil, Extraplanar",18,Huge
Deathfang,Rac,175,Undead,3,Small
Deathlock,LM,94,Undead,3,Medium
Deathshead,TM,81,Undead,7,Small
Deathshrieker,MM3,32,Undead (Incorporeal),15,Medium
"Deathshrieker, Advanced",MM3,33,Undead (Incorporeal),19,Medium
Deep Hound,RS,185,Magical Beast,4,Large
Deepspawn,LE,166,Aberration,10,Huge
Deer,SM,119,Animal,1/6,Medium
Defacer,MM4,38,Undead,6,Medium
Delver,MM,39,Aberration,9,Huge
Demilich,EL,174,Undead,29,Diminutive
"Demon, Arrow",MM3,34,"Outsider (Chaotic, Evil, Extraplanar, Tanar'ri)",7,Medium
"Demon, Blood Fiend",CSQ,116,Undead,14,Large
"Demon, Cambion",EDP,195,"Outsider (Chaotic, Evil, Extraplanar)",5,Medium
"Demon, Carnevus",EDP,198,"Outsider (Chaotic, Evil, Extraplanar)",9,Medium
"Demon, Ghour",LE,168,"Outsider (Chaotic, Evil, Extraplanar)",12,Huge
"Demon, Maurezhi (Tanar'ri)",CSQ,117,"Outsider (Chaotic, Evil)",9,Medium
"Demon, Oculus",EDP,200,"Outsider (Chaotic, Evil, Extraplanar)",13,Medium
"Demon, Sorrowsworn",MM3,36,"Outsider (Chaotic, Evil, Extraplanar, Tanar'ri)",17,Large
"Demon, Yochlol",Mon,34,"Outsider (Chaotic, Evil)",5,Medium
Demonet Swarm,MM4,48,"Outsider (Evil, Extraplanar, Swarm)",2,Tiny
Demonhive Attendant,MM4,48,"Outsider (Evil, Extraplanar)",2,Small
Demonhive Queen,MM4,50,"Outsider (Evil, Extraplanar)",6,Large
Demonthorn Mandrake,MM5,30,Plant (Extraplanar),5,Large
Dendar the Night Serpent,CR,140,"Outsider (Evil, Extraplanar)",26,Colossal
Derro,MM,49,Monstrous Humanoid,3,Small
Desert Devil (Araton),Sa,147,Outsider,6,Medium
Desiccator,LM,94,Undead (Water,2,Small
Desmodu,MM2,62,Monstrous Humanoid,9,Large
Destrachan,MM,49,Aberration,8,Large
"Deva, Monadic",FF,56,"Outsider (Extraplanar, Good)",12,Medium
"Deva, Movanic",FF,57,"Outsider (Extraplanar, Good)",9,Medium
"Devil, Logokron",TM,265,"Outsider (Baatezu, Evil, Extraplanar, Lawful)",14,Large
Devourer,MM,58,Undead (Extraplanar),11,Large
Dharculus,PlH,112,Aberration (Extraplanar),9,Medium
Digester,MM,59,Magical Beast,6,Medium
"Dinosaur, Allosaurus",MM2,70,Animal,7,Huge
"Dinosaur, Ankylosaurus",MM2,70,Animal,7,Huge
"Dinosaur, Archelon",Sto,144,Animal,8,Huge
"Dinosaur, Battletitan",MM3,38,Animal,16,Huge
"Dinosaur, Bloodstriker",MM3,39,Animal,6,Huge
"Dinosaur, Cave Ankylosaurus",MH,57,Animal,6,Large
"Dinosaur, Cave Triceratops",MH,58,Animal,5,Large
"Dinosaur, Cave Tyrannosaurus",MH,58,Animal,5,Large
"Dinosaur, Clawfoot",ECS,279,Animal,2,Medium
"Dinosaur, Cryptoclidus",MM2,70,Animal,3,Large
"Dinosaur, Deinonychus",MM,60,Animal,3,Large
"Dinosaur, Diprotodon",Sa,148,Animal,5,Large
"Dinosaur, Elasmosaurus",MM,60,Animal,7,Huge
"Dinosaur, Fastieth",ECS,280,Animal,1/2,Medium
"Dinosaur, Fleshraker",MM3,40,Animal,2,Medium
"Dinosaur, Glidewing",ECS,280,Animal,3,Large
"Dinosaur, Ichthyosaur",Sto,145,Animal,6,Large
"Dinosaur, Megaraptor",MM,60,Animal,6,Huge
"Dinosaur, Mosasaur",Sto,146,Animal,10,Huge
"Dinosaur, Plesiosaur",Sto,146,Animal,10,Gargantuan
"Dinosaur, Protoceratops",Sa,147,Animal,3,Medium
"Dinosaur, Quetzalcoatlus",MM2,72,Animal,8,Huge
"Dinosaur, Seismosaurus",MM2,72,Animal,12,Colossal
"Dinosaur, Spinosaurus",MM2,72,Animal,13,Gargantuan
"Dinosaur, Swindlespitter",MM3,41,Animal ,1,Small
"Dinosaur, Triceratops",MM,61,Animal,9,Huge
"Dinosaur, Tyrannosaurus",MM,61,Animal,8,Huge
Direguard,LE,162,Undead,3,Medium
Disenchanter,FF,62,Magical Beast,17,Huge
Displacer Beast,MM,66,Magical Beast,4,Large
"Displacer Beast, Pack Lord",MM,66,Magical Beast,12,Huge
Displacer Serpent,MH,60,Magical Beast,2,Medium
Djinni,MM,114,"Outsider (Air, Extraplanar)",5,Large
"Djinni, Noble",MM,114,"Outsider (Air, Extraplanar)",8,Large
Doc Cu'o'c,OA,151,Outsider (Spirit),6,Medium
Dog,MM,271,Animal,1/3,Small
"Dog, Riding",MM,272,Animal,1,Medium
Dokufu,OA,151,Shapechanger (Shadowlands),19,Medium
Dolgaunt,ECS,281,Aberration,2,Medium
Dolghast,MoE,143,Aberration,4,Medium
Dolgrim,ECS,282,Aberration,1,Small
Domovoi,Fr,121,Fey (Fire),1,Small
Donkey,MM,272,Animal,1/6,Medium
"Doppelganger, Greater",Mon,35,Shapechanger,12,Medium
Doppleganger,MM,67,Monstrous Humanoid (Shapechanger),3,Medium
"Dracolich, Ancient Blue",Dr,147,Undead,23,Gargantuan
"Draconian, Aurak",DCS,215,Dragon,9,Medium
"Draconian, Baaz",DCS,217,Dragon,2,Medium
"Draconian, Bozak",DCS,218,Dragon,4,Medium
"Draconian, Kapak",DCS,219,Dragon,4,Medium
"Draconian, Sivak",DCS,221,Dragon,6,Large
Dracotaur,MM3,42,Dragon,3,Large
Dracotaur Rager,MM3,43,Dragon,7,Large
Draegloth,DrU,110,Outsider (Native),5,Large
"Draegloth, Half-Fiend",Mon,59,"Outsider (Chaotic, Evil)",5,Large
Dragon Eel,MM3,44,Dragon (Aquatic),11,Large
Dragon Turtle,MM,88,Dragon (Water),9,Huge
"Dragon, Adult Amethyst",MM2,79,Dragon (Earth),14,
"Dragon, Adult Battle (Planar)",Dr,176,Dragon (Extraplanar),12,Large
"Dragon, Adult Black",MM,70,Dragon (Water),11,
"Dragon, Adult Blue",MM,72,Dragon (Earth),14,
"Dragon, Adult Brass",MM,79,Dragon (Fire),12,
"Dragon, Adult Bronze",MM,80,Dragon (Water),15,
"Dragon, Adult Brown",Mon,38,Dragon (Earth),13,
"Dragon, Adult Chaos (Planar)",Dr,177,"Dragon (Chaotic, Extraplanar)",13,Huge
"Dragon, Adult Copper",MM,82,Dragon (Earth),14,
"Dragon, Adult Crystal",MM2,81,Dragon (Air),12,
"Dragon, Adult Deep",Mon,40,Dragon (Earth),14,
"Dragon, Adult Emerald",MM2,82,Dragon (Air),14,
"Dragon, Adult Ethereal (Planar)",Dr,179,Dragon (Extraplanar),10,Large
"Dragon, Adult Fang",Dr,159,Dragon,10,Large
"Dragon, Adult Gold",MM,84,Dragon (Fire),16,
"Dragon, Adult Green",MM,74,Dragon (Air),13,
"Dragon, Adult Howling (Planar)",Dr,180,Dragon (Extraplanar),14,Huge
"Dragon, Adult Incarnum",MoI,172,"Dragon (Extraplanar, Incarnum)",13,
"Dragon, Adult Oceanus (Planar)",Dr,181,"Dragon (Aquatic, Extraplanar)",13,Huge
"Dragon, Adult Pyroclastic (Planar)",Dr,182,Dragon (Extraplanar),13,Huge
"Dragon, Adult Radiant (Planar)",Dr,185,Dragon (Extraplanar),14,Huge
"Dragon, Adult Rattelyr",ShS,63,Dragon (Fire),10,
"Dragon, Adult Red",MM,75,Dragon (Fire),15,
"Dragon, Adult Rust (Planar)",Dr,186,Dragon (Extraplanar),13,Huge
"Dragon, Adult Sand",Sa,152,Dragon (Earth),12,
"Dragon, Adult Sapphire",MM2,84,Dragon (Earth),13,
"Dragon, Adult Shadow",Dr,191,Dragon,13,Large
"Dragon, Adult Silver",MM,86,Dragon (Cold),15,
"Dragon, Adult Song",Mon,44,Dragon (Electricity),13,
"Dragon, Adult Styx (Planar)",Dr,187,"Dragon (Aquatic, Extraplanar)",12,Huge
"Dragon, Adult Tarterian (Planar)",Dr,189,Dragon (Extraplanar),14,Huge
"Dragon, Adult Topaz",MM2,85,Dragon (Water),14,
"Dragon, Adult White",MM,77,Dragon (Cold),10,
"Dragon, Ancient Amethyst",MM2,79,Dragon (Earth),21,
"Dragon, Ancient Battle (Planar)",Dr,176,Dragon (Extraplanar),19,Huge
"Dragon, Ancient Black",MM,70,Dragon (Water),19,
"Dragon, Ancient Blue",MM,72,Dragon (Earth),21,
"Dragon, Ancient Brass",MM,79,Dragon (Fire),20,
"Dragon, Ancient Bronze",MM,80,Dragon (Water),22,
"Dragon, Ancient Brown",Mon,38,Dragon (Earth),20,
"Dragon, Ancient Chaos (Planar)",Dr,177,"Dragon (Chaotic, Extraplanar)",19,Gargantuan
"Dragon, Ancient Copper",MM,82,Dragon (Earth),22,
"Dragon, Ancient Crystal",MM2,81,Dragon (Air),20,
"Dragon, Ancient Deep",Mon,40,Dragon (Earth),21,
"Dragon, Ancient Emerald",MM2,82,Dragon (Air),21,
"Dragon, Ancient Ethereal (Planar)",Dr,179,Dragon (Extraplanar),17,Huge
"Dragon, Ancient Fang",Dr,159,Dragon,18,Gargantuan
"Dragon, Ancient Gold",MM,84,Dragon (Fire),24,
"Dragon, Ancient Green",MM,74,Dragon (Air),21,
"Dragon, Ancient Howling (Planar)",Dr,180,Dragon (Extraplanar),21,Gargantuan
"Dragon, Ancient Incarnum",MoI,172,"Dragon (Extraplanar, Incarnum)",21,
"Dragon, Ancient Oceanus (Planar)",Dr,181,"Dragon (Aquatic, Extraplanar)",20,Gargantuan
"Dragon, Ancient Pyroclastic (Planar)",Dr,182,Dragon (Extraplanar),20,Gargantuan
"Dragon, Ancient Radiant (Planar)",Dr,185,Dragon (Extraplanar),21,Gargantuan
"Dragon, Ancient Rattelyr",ShS,63,Dragon (Fire),18,
"Dragon, Ancient Red",MM,75,Dragon (Fire),23,
"Dragon, Ancient Rust (Planar)",Dr,186,Dragon (Extraplanar),19,Gargantuan
"Dragon, Ancient Sand",Sa,152,Dragon (Earth),21,
"Dragon, Ancient Sapphire",MM2,84,Dragon (Earth),21,
"Dragon, Ancient Shadow",Dr,191,Dragon,21,Huge
"Dragon, Ancient Silver",MM,86,Dragon (Cold),23,
"Dragon, Ancient Song",Mon,44,Dragon (Electricity),21,
"Dragon, Ancient Styx (Planar)",Dr,187,"Dragon (Aquatic, Extraplanar)",19,Gargantuan
"Dragon, Ancient Tarterian (Planar)",Dr,189,Dragon (Extraplanar),21,Gargantuan
"Dragon, Ancient Topaz",MM2,85,Dragon (Water),22,
"Dragon, Ancient White",MM,77,Dragon (Cold),18,
"Dragon, Faerie",Dr,158,Dragon,6,Small
"Dragon, Ghostly Adult Green",Dr,161,Undead (Incorporeal),14,Huge
"Dragon, Great Wyrm Amethyst",MM2,79,Dragon (Earth),25,
"Dragon, Great Wyrm Battle (Planar)",Dr,176,Dragon (Extraplanar),22,Gargantuan
"Dragon, Great Wyrm Black",MM,70,Dragon (Water),22,
"Dragon, Great Wyrm Blue",MM,72,Dragon (Earth),25,
"Dragon, Great Wyrm Brass",MM,79,Dragon (Fire),23,
"Dragon, Great Wyrm Bronze",MM,80,Dragon (Water),25,
"Dragon, Great Wyrm Brown",Mon,38,Dragon (Earth),24,
"Dragon, Great Wyrm Chaos (Planar)",Dr,177,"Dragon (Chaotic, Extraplanar)",22,Gargantuan
"Dragon, Great Wyrm Copper",MM,82,Dragon (Earth),25,
"Dragon, Great Wyrm Crystal",MM2,81,Dragon (Air),23,
"Dragon, Great Wyrm Deep",Mon,40,Dragon (Earth),24,
"Dragon, Great Wyrm Emerald",MM2,82,Dragon (Air),24,
"Dragon, Great Wyrm Ethereal (Planar)",Dr,179,Dragon (Extraplanar),19,Gargantuan
"Dragon, Great Wyrm Fang",Dr,159,Dragon,21,Gargantuan
"Dragon, Great Wyrm Gold",MM,84,Dragon (Fire),27,
"Dragon, Great Wyrm Green",MM,74,Dragon (Air),24,
"Dragon, Great Wyrm Howling (Planar)",Dr,180,Dragon (Extraplanar),23,Colossal
"Dragon, Great Wyrm Incarnum",MoI,172,"Dragon (Extraplanar, Incarnum)",24,
"Dragon, Great Wyrm Oceanus (Planar)",Dr,181,"Dragon (Aquatic, Extraplanar)",22,Colossal
"Dragon, Great Wyrm Pyroclastic (Planar)",Dr,182,Dragon (Extraplanar),22,Colossal
"Dragon, Great Wyrm Radiant (Planar)",Dr,185,Dragon (Extraplanar),23,Colossal
"Dragon, Great Wyrm Rattelyr",ShS,63,Dragon (Fire),20,
"Dragon, Great Wyrm Red",MM,75,Dragon (Fire),26,
"Dragon, Great Wyrm Rust (Planar)",Dr,186,Dragon (Extraplanar),22,Gargantuan
"Dragon, Great Wyrm Sand",Sa,152,Dragon (Earth),27,
"Dragon, Great Wyrm Sapphire",MM2,84,Dragon (Earth),24,
"Dragon, Great Wyrm Shadow",Dr,191,Dragon,24,Gargantuan
"Dragon, Great Wyrm Silver",MM,86,Dragon (Cold),26,
"Dragon, Great Wyrm Song",Mon,44,Dragon (Electricity),24,
"Dragon, Great Wyrm Styx (Planar)",Dr,187,"Dragon (Aquatic, Extraplanar)",22,Gargantuan
"Dragon, Great Wyrm Tarterian (Planar)",Dr,189,Dragon (Extraplanar),23,Colossal
"Dragon, Great Wyrm Topaz",MM2,85,Dragon (Water),25,
"Dragon, Great Wyrm White",MM,77,Dragon (Cold),21,
"Dragon, Juvenile Amethyst",MM2,79,Dragon (Earth),8,
"Dragon, Juvenile Battle (Planar)",Dr,176,Dragon (Extraplanar),8,Medium
"Dragon, Juvenile Black",MM,70,Dragon (Water),7,
"Dragon, Juvenile Blue",MM,72,Dragon (Earth),8,
"Dragon, Juvenile Brass",MM,79,Dragon (Fire),8,
"Dragon, Juvenile Bronze",MM,80,Dragon (Water),9,
"Dragon, Juvenile Brown",Mon,38,Dragon (Earth),7,
"Dragon, Juvenile Chaos (Planar)",Dr,177,"Dragon (Chaotic, Extraplanar)",8,Large
"Dragon, Juvenile Copper",MM,82,Dragon (Earth),9,
"Dragon, Juvenile Crystal",MM2,81,Dragon (Air),7,
"Dragon, Juvenile Deep",Mon,40,Dragon (Earth),8,
"Dragon, Juvenile Emerald",MM2,82,Dragon (Air),8,
"Dragon, Juvenile Ethereal (Planar)",Dr,179,Dragon (Extraplanar),7,Medium
"Dragon, Juvenile Fang",Dr,159,Dragon,6,Large
"Dragon, Juvenile Gold",MM,84,Dragon (Fire),11,
"Dragon, Juvenile Green",MM,74,Dragon (Air),8,
"Dragon, Juvenile Howling (Planar)",Dr,180,Dragon (Extraplanar),10,Large
"Dragon, Juvenile Incarnum",MoI,172,"Dragon (Extraplanar, Incarnum)",9,
"Dragon, Juvenile Oceanus (Planar)",Dr,181,"Dragon (Aquatic, Extraplanar)",9,Large
"Dragon, Juvenile Pyroclastic (Planar)",Dr,182,Dragon (Extraplanar),9,Large
"Dragon, Juvenile Radiant (Planar)",Dr,185,Dragon (Extraplanar),10,Large
"Dragon, Juvenile Rattelyr",ShS,63,Dragon (Fire),6,
"Dragon, Juvenile Red",MM,75,Dragon (Fire),10,
"Dragon, Juvenile Rust (Planar)",Dr,186,Dragon (Extraplanar),8,Large
"Dragon, Juvenile Sand",Sa,152,Dragon (Earth),7,
"Dragon, Juvenile Sapphire",MM2,84,Dragon (Earth),8,
"Dragon, Juvenile Shadow",Dr,191,Dragon,8,Medium
"Dragon, Juvenile Silver",MM,86,Dragon (Cold),10,
"Dragon, Juvenile Song",Mon,44,Dragon (Electricity),8,
"Dragon, Juvenile Styx (Planar)",Dr,187,"Dragon (Aquatic, Extraplanar)",8,Large
"Dragon, Juvenile Tarterian (Planar)",Dr,189,Dragon (Extraplanar),10,Large
"Dragon, Juvenile Topaz",MM2,85,Dragon (Water),9,
"Dragon, Juvenile White",MM,77,Dragon (Cold),6,
"Dragon, Mature Adult Amethyst",MM2,79,Dragon (Earth),16,
"Dragon, Mature Adult Battle (Planar)",Dr,176,Dragon (Extraplanar),14,Huge
"Dragon, Mature Adult Black",MM,70,Dragon (Water),14,
"Dragon, Mature Adult Blue",MM,72,Dragon (Earth),16,
"Dragon, Mature Adult Brass",MM,79,Dragon (Fire),15,
"Dragon, Mature Adult Bronze",MM,80,Dragon (Water),17,
"Dragon, Mature Adult Brown",Mon,38,Dragon (Earth),15,
"Dragon, Mature Adult Chaos (Planar)",Dr,177,"Dragon (Chaotic, Extraplanar)",15,Huge
"Dragon, Mature Adult Copper",MM,82,Dragon (Earth),16,
"Dragon, Mature Adult Crystal",MM2,81,Dragon (Air),15,
"Dragon, Mature Adult Deep",Mon,40,Dragon (Earth),16,
"Dragon, Mature Adult Emerald",MM2,82,Dragon (Air),16,
"Dragon, Mature Adult Ethereal (Planar)",Dr,179,Dragon (Extraplanar),13,Huge
"Dragon, Mature Adult Fang",Dr,159,Dragon,12,Huge
"Dragon, Mature Adult Gold",MM,84,Dragon (Fire),19,
"Dragon, Mature Adult Green",MM,74,Dragon (Air),16,
"Dragon, Mature Adult Howling (Planar)",Dr,180,Dragon (Extraplanar),117,Huge
"Dragon, Mature Adult Incarnum",MoI,172,"Dragon (Extraplanar, Incarnum)",16,
"Dragon, Mature Adult Oceanus (Planar)",Dr,181,"Dragon (Aquatic, Extraplanar)",16,Huge
"Dragon, Mature Adult Pyroclastic (Planar)",Dr,182,Dragon (Extraplanar),16,Huge
"Dragon, Mature Adult Radiant (Planar)",Dr,185,Dragon (Extraplanar),17,Huge
"Dragon, Mature Adult Rattelyr",ShS,63,Dragon (Fire),12,
"Dragon, Mature Adult Red",MM,75,Dragon (Fire),18,
"Dragon, Mature Adult Rust (Planar)",Dr,186,Dragon (Extraplanar),15,Huge
"Dragon, Mature Adult Sand",Sa,152,Dragon (Earth),14,
"Dragon, Mature Adult Sapphire",MM2,84,Dragon (Earth),15,
"Dragon, Mature Adult Shadow",Dr,191,Dragon,16,Large
"Dragon, Mature Adult Silver",MM,86,Dragon (Cold),18,
"Dragon, Mature Adult Song",Mon,44,Dragon (Electricity),15,
"Dragon, Mature Adult Styx (Planar)",Dr,187,"Dragon (Aquatic, Extraplanar)",14,Huge
"Dragon, Mature Adult Tarterian (Planar)",Dr,189,Dragon (Extraplanar),17,Huge
"Dragon, Mature Adult Topaz",MM2,85,Dragon (Water),17,
"Dragon, Mature Adult White",MM,77,Dragon (Cold),12,
"Dragon, Old Amethyst",MM2,79,Dragon (Earth),18,
"Dragon, Old Battle (Planar)",Dr,176,Dragon (Extraplanar),17,Huge
"Dragon, Old Black",MM,70,Dragon (Water),16,
"Dragon, Old Blue",MM,72,Dragon (Earth),18,
"Dragon, Old Brass",MM,79,Dragon (Fire),17,
"Dragon, Old Bronze",MM,80,Dragon (Water),19,
"Dragon, Old Brown",Mon,38,Dragon (Earth),17,
"Dragon, Old Chaos (Planar)",Dr,177,"Dragon (Chaotic, Extraplanar)",16,Huge
"Dragon, Old Copper",MM,82,Dragon (Earth),19,
"Dragon, Old Crystal",MM2,81,Dragon (Air),17,
"Dragon, Old Deep",Mon,40,Dragon (Earth),18,
"Dragon, Old Emerald",MM2,82,Dragon (Air),18,
"Dragon, Old Ethereal (Planar)",Dr,179,Dragon (Extraplanar),15,Huge
"Dragon, Old Fang",Dr,159,Dragon,15,Huge
"Dragon, Old Gold",MM,84,Dragon (Fire),21,
"Dragon, Old Green",MM,74,Dragon (Air),18,
"Dragon, Old Howling (Planar)",Dr,180,Dragon (Extraplanar),19,Gargantuan
"Dragon, Old Incarnum",MoI,172,"Dragon (Extraplanar, Incarnum)",18,
"Dragon, Old Oceanus (Planar)",Dr,181,"Dragon (Aquatic, Extraplanar)",18,Huge
"Dragon, Old Pyroclastic (Planar)",Dr,182,Dragon (Extraplanar),18,Gargantuan
"Dragon, Old Radiant (Planar)",Dr,185,Dragon (Extraplanar),19,Gargantuan
"Dragon, Old Rattelyr",ShS,63,Dragon (Fire),14,
"Dragon, Old Red",MM,75,Dragon (Fire),20,
"Dragon, Old Rust (Planar)",Dr,186,Dragon (Extraplanar),16,Huge
"Dragon, Old Sand",Sa,152,Dragon (Earth),16,
"Dragon, Old Sapphire",MM2,84,Dragon (Earth),18,
"Dragon, Old Shadow",Dr,191,Dragon,18,Huge
"Dragon, Old Silver",MM,86,Dragon (Cold),20,
"Dragon, Old Song",Mon,44,Dragon (Electricity),18,
"Dragon, Old Styx (Planar)",Dr,187,"Dragon (Aquatic, Extraplanar)",17,Huge
"Dragon, Old Tarterian (Planar)",Dr,189,Dragon (Extraplanar),19,Gargantuan
"Dragon, Old Topaz",MM2,85,Dragon (Water),19,
"Dragon, Old White",MM,77,Dragon (Cold),15,
"Dragon, Skeletal Mature Adult Black",Dr,192,Undead,7,Huge
"Dragon, Spiretop",Sh,185,Dragon,1,Tiny
"Dragon, Vampiric Mature Adult Red",Dr,195,Undead,20,Huge
"Dragon, Very Old Amethyst",MM2,79,Dragon (Earth),19,
"Dragon, Very Old Battle (Planar)",Dr,176,Dragon (Extraplanar),18,Huge
"Dragon, Very Old Black",MM,70,Dragon (Water),18,
"Dragon, Very Old Blue",MM,72,Dragon (Earth),19,
"Dragon, Very Old Brass",MM,79,Dragon (Fire),19,
"Dragon, Very Old Bronze",MM,80,Dragon (Water),20,
"Dragon, Very Old Brown",Mon,38,Dragon (Earth),18,
"Dragon, Very Old Chaos (Planar)",Dr,177,"Dragon (Chaotic, Extraplanar)",17,Huge
"Dragon, Very Old Copper",MM,82,Dragon (Earth),20,
"Dragon, Very Old Crystal",MM2,81,Dragon (Air),18,
"Dragon, Very Old Deep",Mon,40,Dragon (Earth),19,
"Dragon, Very Old Emerald",MM2,82,Dragon (Air),19,
"Dragon, Very Old Ethereal (Planar)",Dr,179,Dragon (Extraplanar),16,Huge
"Dragon, Very Old Fang",Dr,159,Dragon,17,Gargantuan
"Dragon, Very Old Gold",MM,84,Dragon (Fire),22,
"Dragon, Very Old Green",MM,74,Dragon (Air),19,
"Dragon, Very Old Howling (Planar)",Dr,180,Dragon (Extraplanar),20,Gargantuan
"Dragon, Very Old Incarnum",MoI,172,"Dragon (Extraplanar, Incarnum)",20,
"Dragon, Very Old Oceanus (Planar)",Dr,181,"Dragon (Aquatic, Extraplanar)",19,Huge
"Dragon, Very Old Pyroclastic (Planar)",Dr,182,Dragon (Extraplanar),19,Gargantuan
"Dragon, Very Old Radiant (Planar)",Dr,185,Dragon (Extraplanar),20,Gargantuan
"Dragon, Very Old Rattelyr",ShS,63,Dragon (Fire),16,
"Dragon, Very Old Red",MM,75,Dragon (Fire),21,
"Dragon, Very Old Rust (Planar)",Dr,186,Dragon (Extraplanar),17,Huge
"Dragon, Very Old Sand",Sa,152,Dragon (Earth),18,
"Dragon, Very Old Sapphire",MM2,84,Dragon (Earth),19,
"Dragon, Very Old Shadow",Dr,191,Dragon,19,Huge
"Dragon, Very Old Silver",MM,86,Dragon (Cold),21,
"Dragon, Very Old Song",Mon,44,Dragon (Electricity),19,
"Dragon, Very Old Styx (Planar)",Dr,187,"Dragon (Aquatic, Extraplanar)",18,Huge
"Dragon, Very Old Tarterian (Planar)",Dr,189,Dragon (Extraplanar),20,Gargantuan
"Dragon, Very Old Topaz",MM2,85,Dragon (Water),20,
"Dragon, Very Old White",MM,77,Dragon (Cold),17,
"Dragon, Very Young Amethyst",MM2,79,Dragon (Earth),4,
"Dragon, Very Young Battle (Planar)",Dr,176,Dragon (Extraplanar),4,Small
"Dragon, Very Young Black",MM,70,Dragon (Water),4,
"Dragon, Very Young Blue",MM,72,Dragon (Earth),4,
"Dragon, Very Young Brass",MM,79,Dragon (Fire),4,
"Dragon, Very Young Bronze",MM,80,Dragon (Water),5,
"Dragon, Very Young Brown",Mon,38,Dragon (Earth),3,
"Dragon, Very Young Chaos (Planar)",Dr,177,"Dragon (Chaotic, Extraplanar)",4,Medium
"Dragon, Very Young Copper",MM,82,Dragon (Earth),5,
"Dragon, Very Young Crystal",MM2,81,Dragon (Air),3,
"Dragon, Very Young Deep",Mon,40,Dragon (Earth),4,
"Dragon, Very Young Emerald",MM2,82,Dragon (Air),4,
"Dragon, Very Young Ethereal (Planar)",Dr,179,Dragon (Extraplanar),4,Small
"Dragon, Very Young Fang",Dr,159,Dragon,3,Small
"Dragon, Very Young Gold",MM,84,Dragon (Fire),7,
"Dragon, Very Young Green",MM,74,Dragon (Air),4,
"Dragon, Very Young Howling (Planar)",Dr,180,Dragon (Extraplanar),6,Large
"Dragon, Very Young Incarnum",MoI,172,"Dragon (Extraplanar, Incarnum)",5,
"Dragon, Very Young Oceanus (Planar)",Dr,181,"Dragon (Aquatic, Extraplanar)",5,Medium
"Dragon, Very Young Pyroclastic (Planar)",Dr,182,Dragon (Extraplanar),5,Large
"Dragon, Very Young Radiant (Planar)",Dr,185,Dragon (Extraplanar),6,Large
"Dragon, Very Young Rattelyr",ShS,63,Dragon (Fire),3,
"Dragon, Very Young Red",MM,75,Dragon (Fire),5,
"Dragon, Very Young Rust (Planar)",Dr,186,Dragon (Extraplanar),4,Medium
"Dragon, Very Young Sand",Sa,152,Dragon (Earth),3,
"Dragon, Very Young Sapphire",MM2,84,Dragon (Earth),4,
"Dragon, Very Young Shadow",Dr,191,Dragon,4,Small
"Dragon, Very Young Silver",MM,86,Dragon (Cold),5,
"Dragon, Very Young Song",Mon,44,Dragon (Electricity),4,
